Entidad,SAP,Equipos por sede,Número de Salas,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,Nombre Sede,Dirección,Observaciones,cumple_ancho_banda,ancho_banda,navegador,circuito_TV,ALÁMBRICA_WIFI,SÍstema_operativo,hardware,velocidad_carga,velocidad_descarga,latencia_carga,latencia_descarga
Sonora,26027,213,8,31,28,30,28,26,25,25,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIVERSIDAD ESTATAL DE SONORA UNIDAD ACADÉMICA MAGDALENA,"AV. GUERRERO No. 923, COL. SAN MARTIN, C.P. 84160, MAGDALENA, SON.",,SÍ,200 MB,SÍ,SÍ,AMBAS,SÍ,SÍ,200 MBPS,220 MBPS,22 MS,12 MS
Sonora,26028,50,2,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIVERSIDAD DE SONORA CAMPUS SANTA ANA,"CARR. INTERNACIONAL Y AV. 16 DE SEPTIEMBRE S/N, C.P. 84600, SANTA ANA, SON.",,,,,,,,,,,,
Sonora,26029,121,5,30,24,15,40,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INSTITUTO TECNOLÓGICO SUPERIOR DE PUERTO PEÑASCO,"BLVD. TECNOLÓGICO S/N, COL. CENTRO SUR, C.P. 83550, PUERTO PEÑASCO, SON.",,SÍ,15 MB,SÍ,NO,AMBAS,SÍ,SÍ,12 MBPS,20 MBPS,45 MS,21 MS
Sonora,26030,87,4,31,30,9,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIVERSIDAD TECNOLÓGICA DE ETCHOJOA,"CARR. ETCHOJOA-BACOBAMPO KM 6 S/N, COL. BASCONCOBE, C.P. 85287, ETCHOJOA, SON.",,,,,,,,,,,,
Sonora,26031,90,3,20,30,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INSTITUTO TECNOLÓGICO DE AGUA PRIETA,"CARR. A JANOS Y AV. TECNOLÓGICO S/N, COL. PROGRESO, C.P. 84279, AGUA PRIETA, SON.",,SÍ,50 MB,SÍ,NO,AMBAS,SÍ,SÍ,44 MBPS,38 MBPS,31 MS,31 MS
Sonora,26032,229,6,45,26,26,26,26,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIVERSIDAD ESTATAL DE SONORA UNIDAD ACADÉMICA BENITO JUAREZ,"FRATERNIDAD ENTRE 5 DE MAYO E HIDALGO S/N, COL. CENTRO, C.P. 85294, BENITO JUÁREZ, SON.",,,,,,,,,,,,
Sonora,26033,125,3,50,50,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIVERSIDAD TECNOLÓGICA DE HERMOSILLO,"BLVD. DE LOS SERIS FINAL S/N, PARQUE INDUSTRIAL HERMOSILLO, C.P. 83299, HERMOSILLO, SON.",,SÍ,100 MB,SÍ,NO,ALÁMBRICA,SÍ,SÍ,91 MBPS,60 MBPS,13 MS,6 MS
Sonora,26034,100,5,20,20,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIVERSIDAD TECNOLÓGICA DE SAN LUIS RIO COLORADO,"AV. JALISCO Y CALLE 59 S/N, COL. PROGRESO, C.P. 83458, SAN LUIS RÍO COLORADO, SON.",,,,,,,,,,,,
Sonora,26035,150,5,40,30,30,30,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INSTITUTO TECNOLÓGICO DE NOGALES,"AV. INSTITUTO TECNOLÓGICO No. 911, COL. DEPORTIVA, C.P. 84065, NOGALES, SON.",,,,,,,,,,,,
Sonora,26036,80,4,20,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIVERSIDAD TECNOLOGICA DE PUERTO PEÑASCO,"BLVD. TECNOLOGICO S/N, COL. BRISAS DEL GOLFO, C.P. 83550, PUERTO PEÑASCO, SON.",,SÍ,20 MB,SÍ,NO,AMBAS,SÍ,SÍ,20 MBPS,15 MBPS,49 MS,48 MS
Tabasco,27004,150,5,30,30,30,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CENTRO DE CÓMPUTO DE LA UNIVERSIDAD JUÁREZ AUTÓNOMA DE TABASCO,"AV. UNIVERSIDAD S/N, ZONA DE LA CULTURA, C.P. 86040, DE CENTRO, TAB.",,SÍ,250 MB,"INTERNET EXPLOR, CHROME Y FIREFOX",SÍ EXTERNO A AULAS,SÍ,WINDOWS 8 ,4.00 GB,96.0,75.0,10,3
Tabasco,27005,100,3,40,40,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DIVISIÓN ACADÉMICA DE CIENCIAS DE LA SALUD DE LA UNIVERSIDAD JUÁREZ ATÓNOMA DE TABASCO,"AV. GREGORIO MÉNDEZ No. 2838-A, COL. TAMULTÉ, C.P. 86100, DE CENTRO, TAB.",,SÍ,100 MB,"INTERNET EXPLOR, CHROME Y FIREFOX",SÍ EXTERNO A AULAS,SÍ,WINDOWS 8 ,2.00 GB,75.1,51.8,5,1.8
Tabasco,27006,100,4,25,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DIVISIÓN ACADÉMICA DE CIENCIAS SOCIALES Y HUMANIDADES DE LA UNIVERSIDAD JUÁREZ AUTÓNOMA DE TABASCO,"PROL. DE AV. PASEO USUMACINTA S/N, RANCHERÍA GONZÁLEZ, PRIMERA SECCIÓN, C.P. 86280, DE CENTRO, TAB.",,SÍ,100 MB,"INTERNET EXPLOR, CHROME Y FIREFOX",SÍ EXTERNO A AULAS,SÍ,WINDOWS 8 ,2.00 GB,86.4,45.4,5,2.3
Tabasco,27009,60,3,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INSTITUTO TECNOLÓGICO DE VILLAHERMOSA,"CARR. VILLAHERMOSA-FRONTERA KM 3.5 S/N, CIUDAD INDUSTRÍAL, C.P. 86010, DE CENTRO, TAB.",,SÍ,100 MB,"INTERNET EXPLOR, CHROME Y FIREFOX",SÍ EXTERNO A AULAS,SÍ,WINDOWS 8 ,4.00 GB,75.1,51.8,5,1.8
Tabasco,27010,60,2,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIVERSIDAD AUTÓNOMA DE GUADALAJARA,"PROL. PASEO USUMACINTA KM 3.5 S/N, FRACC. EL COUNTRY, C.P. 86280, DE CENTRO, TAB.",,SÍ,100 MB,"INTERNET EXPLOR, CHROME Y FIREFOX",SÍ EXTERNO A AULAS,SÍ,WINDOWS 8 ,4.00 GB,83.4,45.4,6,2.3
Tabasco,27014,175,7,25,25,25,25,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIVERSIDAD TECNOLÓGICA DE TABASCO (UTTAB),"CARR. VILLAHERMOSA-TEAPA KM 14.6 S/N, FRACC. PARRILLA II, C.P. 86280, DE CENTRO, TAB.",,SÍ,250 MB,"INTERNET EXPLOR, CHROME Y FIREFOX",SÍ EXTERNO A AULAS,SÍ,WINDOWS 8 ,4.00 GB,86.4,45.4,5,1.3
Tabasco,27015,100,3,35,35,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIVERSIDAD TECMILENIO,"CALLE JOSÉ MARISCAL ESQ. PERIFÉRICO, S/N. COL. JOSE MÁRIA PINOSUÁREZ. C.P. 86029, DE CENTRO, TAB.",,SÍ,250 MB,"INTERNET EXPLOR, CHROME Y FIREFOX",SÍ EXTERNO A AULAS,SÍ,WINDOWS 8 ,4.00 GB,83.4,45.4,6,2.3
Tabasco,27017,100,3,40,40,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIVERSIDAD DEL VALLE DE MÉXICO,"AV. MÉXICO, No. 703, FRACC. GUADALUPE. C.P. 86190, DE CENTRO, TAB.",,SÍ,250 MB,"INTERNET EXPLOR, CHROME Y FIREFOX",SÍ EXTERNO A AULAS,SÍ,WINDOWS 8 ,4.00 GB,95.4,74.5,8,3
Tabasco,27023,100,3,40,40,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SALA DE JUNTAS DE LA SECRETARÍA DE EDUCACIÓN TABASCO,"CALLE HEROES DEL 47 S/N, COL. EL ÁGUILA, C.P. 86080, DE CENTRO, TAB.",,SÍ,250 MB,"INTERNET EXPLOR, CHROME Y FIREFOX",SÍ EXTERNO A AULAS,SÍ,WINDOWS 8 ,4.00 GB,86.4,45.4,5,1.3
Tabasco,27030,60,2,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DIVISIÓN ACADÉMICA DE INGENIERÍA Y ARQUITECTURA UNIDAD CHONTALPA DE LA UNIVERSIDAD JUÁREZ AUTÓNOMA DE TABASCO,"CARR. CUNDUACÁN JALPA KM 1 S/N, C.P. 86690, CUNDUACÁN, TAB.",,SÍ,100 MB,"INTERNET EXPLOR, CHROME Y FIREFOX",SÍ EXTERNO A AULAS,SÍ,WINDOWS 8 ,2.00 GB,83.4,45.4,6,2.3
Tabasco,27031,80,4,20,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIVERSIDAD POPULAR DE LA CHONTALPA,"CARR. CÁRDENAS-HUIMANGUILLO KM 2 S/N, PASO Y PLAYA, C.P. 86500, DE CARDENAS, TAB.",,SÍ,100 MB,"INTERNET EXPLOR, CHROME Y FIREFOX",SÍ EXTERNO A AULAS,SÍ,WINDOWS 8 ,2.00 GB,74.4,55.3,6,2.8
Tabasco,27032,60,3,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DIVISIÓN ACADÉMICA DE INFORMÁTICA Y SISTEMAS UNIDAD CHONTALPA DE LA UNIVERSIDAD JUÁREZ AUTÓNOMA DE TABASCO,"CARR. CUNDUACÁN JALPA KM 1 S/N, C.P. 86690, DE CUNDUACÁN, TAB.",,SÍ,100 MB,"INTERNET EXPLOR, CHROME Y FIREFOX",SÍ EXTERNO A AULAS,SÍ,WINDOWS 8 ,2.00 GB,75.1,51.8,5,1.8
Tamaulipas,28012,115,3,25,50,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CETIS No. 109,"CALLE OAXACA No. 109, UNIDAD NACIONAL, C.P. 89410, CD. MADERO, TAMPS.",,SÍ,100 MB,"FIREFOX, CHROME",SÍ,AMBAS,WINDOWS 7 Y 10,SÍ,45 Mbps,95Mbps,68ms,41ms
Tamaulipas,28014,70,2,41,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONALEP No. 127,"AV. ROTARIA No. 163, COL. VICENTE GUERRERO, C.P. 89819, EL MANTE, TAMPS.",,SÍ,80 MB,"CHROME, EXPLORER",NO,AMBAS,Windows 7,SÍ,13Mbps,120 Mbps,18 ms,15ms
Tamaulipas,28027,30,1,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA PRIMARIA VENUSTIANO CARRANZA,"AV. PINTORES ENTRE QUÍMICOS Y ESCRITORES S/N, COL. UNIDAD MODELO, C.P. 89367, TAMPICO, TAMPS.",,SÍ,30 MB,"CHROME, EXPLORER",SÍ,AMBAS,Windows 7,SÍ,30Mbps,10Mbps,30 ms,61ms
Tamaulipas,28032,45,2,25,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INSTITUTO TECNOLÓGICO DE ALTAMIRA,"CARR. NACIONAL TAMPICO-MANTE KM 24.5 S/N, C.P. 89600, ALTAMIRA, TAMPS.",,SÍ,100 MB,"CHROME, FIREFOX",NO,ALAMBRICA,Windows 10,SÍ,7.7Mbps,62 Mbps,684ms,34ms
Tamaulipas,28034,109,4,32,19,28,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INSTITUTO TECNOLÓGICO DE CD. MADERO,"AV. PRIMERO DE MAYO ESQ. SOR JUANA INÉS DE LA CRUZ S/N, COL. LOS MANGOS, C.P. 89440, CD. MADERO, TAMPS.",,SÍ,90MB,"FIREFOX, CHROME",NO,AMBAS,Windows 7 Profesional,SÍ,90 Mbps,90 Mbps,40ms,40ms
Tamaulipas,28039,71,2,44,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIVERSIDAD POLITÉCNICA DE ALTAMIRA,"NUEVO LIBRAMIENTO ALTAMIRA KM 3 S/N, STA. AMALIA, C.P. 89605, ALTAMIRA, TAMPS.",,NO,7MB,"FIREFOX, CHROME",NO,ALAMBRICA,Windows 7,SÍ,"1,5Mbps",700Kbps,136ms,37ms
Tamaulipas,28041,47,2,20,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIVERSIDAD TECNOLÓGICA DE ALTAMIRA,"BLVD. DE LOS RÍOS KM 3+100 S/N, PUERTO INDUSTRIAL, C.P. 89603, ALTAMIRA, TAMPS.",,SÍ,50 MB,"FIREFOX, CHROME",NO,ALAMBRICA,Windows 10,SÍ,50 Mbps,16Mbps,90ms,6ms
Tamaulipas,28042,200,8,25,25,25,25,25,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIVERSIDAD TECNOLÓGICA DE MATAMOROS,"CARR. A REYNOSA KM 8.5 FRENTE AL EJ. GUADALUPE S/N, COL. GUADALUPE, C.P. 87569, MATAMOROS, TAMPS.",,SÍ,100 MB,"FIREFOX, CHROME",SÍ,AMBAS,Windows 10 y 8.1,SÍ,90.98 Mbps,81.21 Mbps,sin dato,sin dato
Tamaulipas,28045,20,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SECUNDARIA GENERAL No. 7 GRAL. EMILIANO ZAPATA,"CANALES Y ALDAMA S/N, CENTRO, C.P. 88000, NUEVO LAREDO, TAMPS.",,SÍ,20MG,"CHROME, EXPLORER",NO,AMBAS,WINDOWS 8,SÍ,22Mbps,"3,8Mbps",22ms,3.8 ms
Tamaulipas,28046,75,2,35,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UAT RODHE,"CARR. REYNOSA - SAN FERNANDO, CRUCE CON CANAL RODHE S/N, COL. ARCOÍRIS, C.P. 88779, REYNOSA, TAMPS.",,SÍ,100 MB,"FIREFOX, CHROME",SÍ,AMBAS,Windows 10 y 8.1,SÍ,50 Mbps,100 Mbps,20ms,8ms
Tamaulipas,28047,47,2,20,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UAT AZTLAN,"CALLE 16 Y LAGO DE CHAPALA S/N, COL. AZTLÁN, C.P. 88740, REYNOSA, TAMPS.",,SÍ,70 MB,"CHROME, EXPLORER",SÍ,AMBAS,WINDOWS 7 y 8,SÍ,70.61Mbps,71.5 Mbps,128ms,28ms
Tamaulipas,28048,100,4,25,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CETIS 131,"CALLE DECIMA S/N, COL. GRANJAS ECONÓMICAS DEL NTE., C.P. 88730, REYNOSA, TAMPS.",,SÍ,50 MB,"CHROME, EXPLORER",NO,ALAMBRICA,Windows 7,SÍ,1.5Mbps,31Mbps,559ms,32ms
Tamaulipas,28051,75,2,40,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBTIS No. 135,"CALLE EMILIANO ZAPATA S/N, EJIDO VEINTE DE NOVIEMBRE, C.P. 87560, MATAMOROS, TAMPS.",,NO,50 MB,"CHROME, EXPLORER",NO,AMBAS,Windows 10 y 8.1,SÍ,0.34Mbps,3.41 Mbps,5ms,5ms
Tamaulipas,28052,130,4,45,24,43,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FACULTAD DE COMERCIO Y ADMINISTRACION ,"BLVD. ADOLFO LÓPEZ MATEOS S/N, CENTRO UNIVERSITARIO VICTORIA, C.P. 87149, VICTORIA, TAMPS.",,SÍ,3GB ,"FIREFOX, CHROME",SÍ,ALAMBRICA,Windows 10,SÍ,83 Mbps,50 Mbps,sin dato,sin dato
Tamaulipas,28053,96,2,48,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FACULTAD DE DERECHO,"AV. DEL ESTUDIANTE S/N, CENTRO UNIVERSITARIO VICTORIA, C.P. 87149, VICTORIA, TAMPS.",,SÍ,3GB,"CHROME, EXPLORER",SÍ,AMBAS,WINDOWS 8,SÍ,73Mbps,94Mbps,15ms,8ms
Tamaulipas,28054,84,2,48,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FACULTAD DE TRABAJO SOCIAL,"BLVD. ADOLFO LÓPEZ MATEOS S/N, CENTRO UNIVERSITARIO VICTORIA, C.P. 87149, VICTORIA, TAMPS.",,SÍ,3GB,"CHROME, EXPLORER",NO,AMBAS,Windows 10 y 8.1,SÍ,75Mbps,97 mbps,17ms,10ms
Tamaulipas,28056,200,10,20,20,20,20,20,20,20,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIVERSIDAD TECNOLÓGICA DE NUEVO LAREDO,"BLVD. UNIVERSIDAD No. 3302, FRACC. ORADEL, C.P. 88285, NUEVO LAREDO, TAMPS.",,SÍ,80 MB,CHROME,SÍ,AMBAS,Windows 10,SÍ,27Mbps,34.55Mbps,13 ms,78ms
Tamaulipas,28001,91,2,55,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COBAT No. 1,"CALLE PEDRO PÉREZ IBARRA No. 2801, COL. INFONAVIT, C.P. 88275, NUEVO LAREDO, TAMPS.",,SÍ,100 MB,"CHROME, EXPLORER, FIREFOX",NO,AMBAS,Windows 10,SÍ,40 Mbps,150Mbps,58ms,8ms
Tamaulipas,28003,100,2,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COBAT No. 15,"AV. LAS TORRES Y AV. HIDROS S/N, COL. COLINAS DE SN. GERARDO, C.P. 89000, TAMPICO, TAMPS.",,SÍ,150 MB,"CHROME, EXPLORER",SÍ,AMBAS,Windows 10 y 8.1,SÍ,40Mbps,10Mbps,25ms,15ms
Tamaulipas,28004,70,3,24,21,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBTA No. 12,"CAMINO AL ARENAL No. 100, COL. LÓPEZ PORTILLO, C.P. 89337, TAMPICO, TAMPS.",,SÍ,150 MB,"CHROME, EXPLORER",SÍ,AMBAS,Windows 10,SÍ,150MBPS,50MBPS,64ms,27ms
Tamaulipas,28005,40,1,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBTIS No. 15,"CALLE NEZAHUALCÓYOTL No. 1000 OTE., COL. CAROLINA YUCATÁN, C.P. 89860, EL MANTE, TAMPS.",,SÍ,150 MB,"Google Chrome, Mozilla FireFox, Internet Explorer",SÍ,AMBAS,Windows 7,SÍ,150 Mbps,27 Mbps,25 ms,46 ms
Tamaulipas,28009,120,3,40,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBTIS No. 189,"CALLE DELFINO M. CASTILLO ENTRE CALLE 6 Y 3 SUR S/N, EJIDO LOS ARADOS, C.P. 87560, MATAMOROS, TAMPS.",,SÍ,50 MB,"FIREFOX, CHROME",SÍ,AMBAS,"WINDOWS 7,8 Y 10",SÍ,10 Mbps,50Mbps,20ms,50ms
Tamaulipas,28013,30,1,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONALEP No. 54,"CALLE LUCIO BLANCO S/N, COL. LÓPEZ PORTILLO, C.P. 89338, TAMPICO, TAMPS.",,SÍ,60MB,"Google Chrome, Mozilla FireFox, Internet Explorer",NO,ALAMBRICA,WINDOWS 7,SÍ,50 Mbps,4.6 Mbps,8ms,5ms
Tamaulipas,28015,74,3,27,17,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONALEP No. 172,"AV. 5 DE MAYO NTE. No. 3320, FRACC. VILLARREAL, C.P. 87027, VICTORIA, TAMPS.",,SÍ,100 MB,CHROME,NO,ALAMBRICA,WINDOWS 10 ENTERPRISE,SÍ,46Mbps,93 Mbps,50 ms,21 ms
Tamaulipas,28017,27,1,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DIRECCIÓN DE EVALUACIÓN SET 1er. PISO,"TORRE JOSÉ LÓPEZ PORTILLO 1er. PISO (TORRE DE CRISTAL) S/N, COL. MIGUEL HIDALGO, C.P. 87090, VICTORIA, TAMPS.",,SÍ,1GB,"EXPLORER, CHROME",NO,AMBAS,WINDOWS 7,SÍ,7.23 Mbps,27.02 Mbps,27.53 ms,15.89 ms
Tamaulipas,28018,36,1,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DIRECCIÓN DE  REGISTRO Y CERTIFICACIÓN SET 2do. PISO,"TORRE JOSÉ LÓPEZ PORTILLO 2do. PISO (TORRE DE CRISTAL) S/N, COL. MIGUEL HIDALGO, C.P. 87090, VICTORIA, TAMPS.",,SÍ,1 GB,"EXPLORER, CHROME",,AMBAS,WINDOWS 7,SÍ,7.23 Mbps,27.02 Mbps,27.53 ms,15.89 ms
Tamaulipas,28019,115,5,30,22,19,28,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA NORMAL MAESTRA ESTEFANÍA CASTAÑEDA,"JUAN JOSÉ DE LA GARZA Y BLVD. JOSÉ LÓPEZ PORTILLO S/N, COL. GUADALUPE MAINERO, C.P. 87100, VICTORIA, TAMPS.",,SÍ,100 MB,CHROME,SÍ,NO,WINDOWS 7 Y 10,SÍ,94Mbps,88Mbps,153ms,5 ms
Tamaulipas,28020,60,2,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA NORMAL JOSÉ GUADALUPE MAINERO,"BLVD. LIC. MANUEL CAVAZOS LERMA 14 y 16 No. 72, COL. CD. MATAMOROS, C.P. 87300, MATAMOROS, TAMPS.",,SÍ,100 MB,CHROME,SÍ,AMBAS,WINDOWS 8,SÍ,94.53 Mbps,94.86 Mbps,172 ms,61ms
Tamaulipas,28035,68,3,19,24,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INSTITUTO TECNOLÓGICO DE NUEVO LAREDO,"AV. REFORMA AP 492 No. 2007 SUR, COL. FUNDADORES, C.P. 88000, NUEVO LAREDO, TAMPS.",,SÍ,65MB,"CHROME, FIREFOX",NO,AMBAS,WINDOWS 7 Y 10,SÍ,165 Mbps,60 Mbps,8ms,5ms
Tamaulipas,28036,100,5,20,20,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INSTITUTO TECNOLÓGICO DE MATAMOROS,"CARR. LAURO VILLAR KM 6.5 S/N, COL. TECNOLÓGICO, C.P. 87490, MATAMOROS, TAMPS.",,SÍ,40 MB,Firefox version 68.0.2,"SÍ, pero no transmite por red",AMBAS,Windows 10 y 8.1,SÍ,31Mbps,40Mbps,34ms,2ms
Tamaulipas,28040,177,6,24,24,30,39,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIVERSIDAD POLITÉCNICA DE VICTORIA,"AV. NUEVAS TECNOLOGÍAS No. 5902, PARQUE CIENTÍFICO Y TECNOLÓGICO DE TAMAULIPAS, C.P. 87138, VICTORIA, TAMPS.",,SÍ,100 MB,"CHROME, FIREFOX",NO,AMBAS,WINDOWS 7 Y 10,SÍ,83 Mbps,58 Mbps,15 ms,3 ms
Tamaulipas,28043,100,4,25,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIVERSIDAD TECNOLÓGICA DE TAMAULIPAS NORTE (UTTN),"AV. UNIVERSIDAD TECNOLÓGICA No. 1555, COL. LA ESCONDIDA, C.P. 88770, REYNOSA, TAMPS.",,SÍ,150 MB,"Windows Explorer, Google Chrome, Mozilla Firefox",NO,AMBAS ,Windows 7 Profesional,SÍ,90 Mbps,50 Mbps,21 ms,2 ms
Tamaulipas,28044,25,1,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SECUNDARIA TÉCNICA No. 57  ,"CALLE COAHUILA No. 6333, COL. HIPODROMO, C.P.88170, NUEVO LAREDO, TAMPS.",,NO,50 MB,ECPLORER,NO,ALAMBRICA,WINDOWS 8,SÍ,740 Kbps,5 mbps,194ms,31ms
Tamaulipas,28049,20,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COBAT No. 3  MANTE,"CALLE ENRIQUE CANO S/N, COL. NACIONAL COLECTIVA 2da. ETAPA, C.P. 89847, EL MANTE, TAMPS.",,SÍ,10Mb ,"EXPLORER, CHROME",NO,ALAMBRICA,WINDOWS 7,SÍ,0.272 Mbps,8.854Mbps,228ms,42ms
Tamaulipas,28050,80,2,45,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INSTITUTO TECNOLÓGICO SUPERIOR DE EL MANTE ,"CARR. FEDERAL LIBRE CD. MANTE - CD. VALLES KM 6.7 S/N, CONGREGACIÓN QUINTERO, C.P. 89930, EL MANTE, TAMPS.",,SÍ,60 MB,"CHROME, EXPLORER",SÍ,AMBAS,WINDOWS 8 Y 10 ,SÍ,60Mbps,20Mbps,30 ms,20 ms
Tamaulipas,28055,90,3,30,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONALEP No. 129  REYNOSA,"CALLE LONDRES ENTRE MUNICH Y BERLÍN S/N, CONJUNTO HABITACIONAL LA CAÑADA, C.P.88700, REYNOSA, TAMPS.",,SÍ,100 MB,CHROME,NO,ALAMBRICA,WINDOWS 8 Y 10 ,SÍ,7.6 Mbps,100 Mbps,15 ms,1 ms
Tlaxcala,29007,40,1,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CECyTE No. 08 APETATITLÁN,"CALLE REFORMA No. 10, COL. TLATEMPAN, C.P. 90610, APETATITLÁN DE ANTONIO CARVAJAL, TLAX.",,SÍ,10 mb,SÍ,no,ALÁMBRICA,SÍ,SÍ,10 mbps,15 mbps,30 ms,20 ms
Tlaxcala,29012,100,4,25,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CENTRO DE BACHILLERATO TECNOLÓGICO INDUSTRIAL Y DE SERVICIOS No. 3 (DGETI),"AV. UNIVERSIDAD No. 2, COL. LA LOMA XICOHTENCATL, C.P. 90070, TLAXCALA, TLAX.","DEBIDO A LAS ACTIVIDADES QUE TIENE LA INSTITUCION, SOLICITA QUE LA INSTALACION DE LOS NODOS SEA DESPUES DE LAS 20:00 HORAS ",SÍ,17 mb,SÍ,no,ALÁMBRICA,SÍ,SÍ,7.1 mbps,20 mbpd,20 ms,09 ms
Tlaxcala,29017,40,1,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COBAT No. 06 CONTLA,"CALLE JUAN CUAMATZI 2a. SECCIÓN No. 165, BARRIO DE XOPANTLA, C.P. 90670, CONTLA DE JUAN CUAMATZI, TLAX.",,SÍ,100 mb,SÍ,no,ambas,SÍ,SÍ,9 mbps,80 mbps,80 ms,54 ms
Tlaxcala,29018,50,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COBAT No. 11 PANOTLA,"PROL. EMILIANO ZAPATA S/N, PREDIO EL RANCHITO, C.P. 90140, PANOTLA, TLAX.",,SÍ,13 mb,SÍ,no,ambas,SÍ,SÍ,2 mbps,13 mbps,20 ms,10 ms
